-0.08298831,-0.63507026,-0.289453,-1.4363475,0.88486236,-0.49085197,0.1649132,0.862667,0.6389587,0.45126754,1.0298684,-1.1392509,-0.023572356,-0.082868,0.060990155,0.053587995,0.20647845,-0.748146,-1.0964648,0.530117,0.29503787,0.3772517,0.17338513,0.28873745,-0.6966864,-0.5588422,0.3290676,-0.35912213,0.09805091,-0.094586186,-0.020284466,-2.1140656,-0.5857123,-0.2498851,-0.46408784,-0.21087843,1.0312645,-0.79912454,1.0953746,0.11268133,0.58037925,-1.2211714,-0.38769597,0.043648947,-0.2858023,0.32939956,0.47549465,1.0731002,0.14866124,0.43205073,-0.70611566,1.2378204,-0.15636763,-0.16257258,0.21223648,-0.8993721,1.1362089,-0.48439398,0.1333233,0.32312813,0.036719963,-0.7599251,1.4734991,0.12464871
1.4554043,-1.2766625,0.6586767,0.2500232,-0.92953396,-0.3301949,-0.34824526,0.13147596,0.62884593,0.7330761,0.12996677,0.08066117,-1.0721295,0.41000164,-0.29562482,0.4989794,1.2890283,0.53954667,0.38369137,0.5976592,-1.1880131,-0.4237092,-0.77621275,1.595981,-0.7393169,0.561294,0.29242986,-0.97236073,-2.085383,-0.15924025,0.36911687,-0.8103781,-0.2259302,1.0554451,-1.1648684,-0.6656639,-0.025788007,-1.4923226,0.22552444,-0.63170165,-0.3630281,0.10944268,-0.7488027,0.20748739,-0.19294684,-0.12331029,0.07391031,0.046898805,0.22177662,-2.0141711,1.4471885,-0.51674235,-0.3182935,0.9430285,0.17908368,-0.32942128,-0.7637183,-0.09370709,0.87574506,0.374773,-0.49107412,-0.7555018,0.47798982,2.0126822
0.25779015,-0.16708009,0.41619474,-1.2142053,-0.086346395,0.7837378,0.7125472,2.4273715,0.1905754,0.75115985,-1.0338058,1.7489239,-0.06152977,-0.37850296,-1.0094683,-0.35624617,-0.92563593,-0.026930252,-0.8122965,-0.27816004,0.5820027,2.0555027,-1.0343684,1.8372343,-0.7115631,-0.31048775,-1.6557529,-0.08260592,-1.4039913,-0.04858323,-0.7362078,0.34015396,0.46789542,1.2855213,0.23748524,0.06369842,-0.7439257,0.21101709,-0.7392533,-0.13562481,0.24711895,1.8029386,-0.08144216,0.12669732,-1.2803975,0.54109263,-1.6009219,-0.03560037,-0.6115313,-0.36268726,0.2536689,1.0604582,0.52224636,-1.0837864,-0.469304,0.027418735,0.27135167,0.74839693,-0.5557338,-0.50715643,0.10555694,1.445321,-1.7535672,0.6184236
0.7169155,0.24236834,0.8417242,-0.77264583,-0.018733565,-0.525772,0.9004015,0.6106304,-1.3012793,-0.39740357,1.0678004,0.026528196,-0.17894393,1.0666758,-0.71069276,-0.8744697,-0.24785678,-0.52151823,0.9298571,0.91315824,-0.33217707,-1.2245812,0.47895968,0.6664024,-0.6853042,-0.59523946,-1.1099155,-1.5931954,0.7290594,-0.2912211,-0.55027974,-0.8931269,0.4839679,1.8602068,-0.642874,0.59634244,0.14214064,-0.50333846,-0.48289022,0.42761528,-0.7885076,0.005816604,0.49831393,-0.27086356,0.40827355,-0.026487324,0.029301314,-0.13648179,0.9865103,-0.8475949,-1.9736131,0.18680942,0.29857564,0.5343116,-0.015106068,-0.4969283,-0.06842017,-0.00080593047,1.1239837,-0.13036042,-0.019252248,-0.36736882,1.2853284,0.44787684
0.1304854,-0.6913831,0.17236196,0.015168623,0.43253434,0.35021487,-0.06788967,0.40536934,-0.26979822,0.010811332,-0.5306301,0.20893236,-0.1742334,0.07086282,-0.15564582,-0.17112763,0.3671357,-0.15663016,-0.23414801,-0.12468479,-0.82006824,-0.5134744,-0.20084462,0.03462984,0.08781351,-2.1598926,0.21466649,0.15108994,-0.4383883,-0.44839117,-0.55841684,0.43793818,0.13028799,-0.018416388,-0.31298447,-0.02211439,0.25805014,-0.06301653,-0.29356605,-0.18771091,0.09022211,-0.6909784,-0.43275753,-0.03943026,-0.007318283,-0.26814175,-0.27518833,0.10359828,-0.08075563,0.12959133,0.00048329995,0.62259096,-0.2185972,0.49583852,0.18152007,-0.22447175,-0.475555,-1.3760371,0.05058174,-0.5390719,0.3299451,-0.09766234,0.37989977,-0.1400313
-0.09110729,0.4455398,-1.2485796,-0.042527247,0.19904092,-0.7412283,1.2086202,-0.37243178,-0.16874424,-0.12758572,-0.08378296,0.55367064,1.0932078,-0.57413495,-0.2703975,0.29122177,-0.08687575,-0.0027724497,0.3606191,-0.105884895,-0.10432004,-0.07516799,-0.6858781,-1.1445158,-0.86837643,0.1428119,-0.5254299,-0.36198285,0.4752283,-0.96776134,0.87813073,0.36897793,0.68999964,-0.72068137,0.06352697,0.32239902,0.18332922,1.2293093,-0.22738515,-0.060969915,-0.71644723,0.52635777,0.36117914,-0.19605047,0.36947703,-0.13669541,0.93586934,-0.338378,1.1360806,-0.27177182,0.62780607,-1.7145878,-0.1861389,0.2175529,-0.09455962,1.1565865,0.42481464,0.17469041,0.4231544,0.89678735,0.06422122,-0.5011955,0.07514142,-1.696496
0.060952988,0.79223686,0.47672856,0.30701518,-0.76965547,0.4205047,0.023527691,1.7532531,-0.4426017,-0.7855828,0.22198752,-0.791673,0.2306856,-0.63962764,-0.14327198,-0.900803,-0.17622024,-0.3007979,-0.1157398,1.1186073,0.43342277,-0.24670187,0.33858684,0.725771,-0.4782186,-0.109297335,-0.24339704,-1.4950166,0.81958115,-0.6908647,-0.41507915,-0.5091946,-0.21515083,0.37850836,-0.32475266,1.10214,-2.0691159,-1.1961793,0.8764316,0.73382866,0.36868313,0.5722373,1.319844,-1.4067615,0.057695974,-0.29478964,0.5054032,0.08950118,-0.9682691,-2.2876937,-0.76400816,1.7736161,0.81122816,-1.6255856,-0.19440025,-0.1787998,-0.17618565,0.25454378,0.80486333,0.66102356,0.36925,-1.0842988,-1.2050031,1.50511
-0.8989045,-0.44497398,-0.9412976,-0.058650866,1.622946,-0.14798264,0.4867177,-0.3157088,0.8860062,0.29486856,-0.1430324,-0.2811707,-0.048847627,0.2595418,-0.7296305,-0.94040227,0.08789817,-0.5192887,-0.6636944,0.5764362,-1.5748793,0.70090914,0.6369023,1.7695459,-0.08448078,-0.93321854,-0.4897224,-1.4159486,0.36908382,-0.9665901,0.8448615,-0.65146315,0.6358513,0.3442614,-0.14435911,0.56860507,0.48869056,0.20424972,-0.50567085,0.30055982,-0.43449324,-0.1478766,0.234062,0.04066432,-1.0330565,-1.0962279,-0.527685,0.41496238,0.6710469,0.5960823,0.33923727,0.80496466,0.5487359,0.4819152,-0.2600394,0.2282978,0.29891104,0.4185273,-1.1723213,-0.5556031,0.810155,-0.75018793,0.44689962,-0.4227227
-0.93082887,0.96387553,-0.50806195,1.1129081,0.7668622,-0.99923974,-0.9314402,0.70543224,0.31765944,-0.22145224,0.4703567,-0.6644192,-0.55148745,-0.16734394,-0.13678047,-0.105461106,-0.2574165,1.1059,0.83307385,0.089193076,0.17781521,0.24781108,-0.15483786,-0.8435011,-2.2360485,-0.027628355,-0.32462892,-0.5581848,0.606466,0.42758587,-0.5106576,-0.6604344,-0.1469101,-1.7918414,0.6148311,1.4977355,0.52193743,-0.12721092,-0.25572437,0.5516728,-0.41317362,-0.2883198,0.6358919,0.10654251,-1.7100078,0.6203895,-1.1852264,1.1175426,-0.30813465,-1.4148828,-0.4391098,-0.6634612,-2.5643053,-0.20202118,-1.5613503,0.36222926,-0.25698504,-2.2693603,0.46548453,-0.64804757,-1.0011563,-0.9001578,1.0573449,-0.18861304
0.084136985,0.13059771,0.33654273,-0.36245602,0.0852631,-0.10299894,-0.2939052,0.0996149,-0.0948423,-0.8633087,0.57333773,0.3658148,-0.12876067,-1.2579256,-0.8925073,0.24917807,0.0663899,0.00296908,0.6600938,-0.7606365,0.35619116,-0.24711937,0.10104025,-0.14593828,0.012667571,-0.074053116,-0.502941,-0.1529469,1.4421796,-0.11496988,0.013090205,-0.24297391,0.47730255,-0.6191049,0.11303249,0.049651753,-0.021254431,-0.0061774133,0.33847228,0.25828925,-0.17222187,0.005975555,0.025006955,-0.5126875,-1.0960208,0.016341485,-0.08025848,-0.077899165,0.095273316,-0.116858326,0.035741936,0.54494554,0.19852038,-0.39916956,-2.0451884,-0.055515204,-0.26236528,-0.20667379,-0.14844649,0.112447314,-0.29267317,-0.3820883,0.08190822,0.18653622
-0.21850988,-0.33698606,0.35303807,-0.9452335,0.020328363,-0.30901802,-0.20466891,0.08934528,-0.013282979,0.2502791,0.7613675,-0.36458164,-0.20353422,-0.3169782,-1.4626721,-0.43584862,0.09916948,0.13148972,0.16095959,-0.3505329,0.034518044,0.07738856,0.579165,0.05525083,-0.07862925,-0.7621807,0.99701214,0.27283415,0.11779703,-0.10514342,-0.5828751,-0.026726438,-0.08638292,-0.56600076,0.117365494,0.11076216,0.7564705,-0.009943778,-0.054811552,-0.54594433,0.35731837,-0.14621842,-0.17174272,0.15115407,-0.26428124,-7.458008e-05,0.12754457,-0.022522252,0.29094982,0.59216416,-0.08174698,0.512016,0.13395189,-0.23437847,0.3991727,-0.79065394,-0.28951502,-0.19193009,-0.9622847,-0.11927962,0.2382924,-0.3674003,0.198759,-0.12396763
-1.3047999,-0.3916699,-0.71703094,0.04906653,-1.1477917,0.2962659,0.3760023,1.228561,-0.2078957,-1.4667978,-0.53860396,0.115555234,0.97701555,1.3225842,-1.2417698,-0.6448335,0.56968254,-1.4519067,1.1823535,0.4515087,0.1819798,-0.83308005,-1.1163487,0.44959602,1.2586805,-0.6310399,-1.384723,-0.06664581,-0.14291252,-0.56480443,-0.11199117,0.89488643,0.97655284,-1.2180866,1.2305286,-0.35714573,-1.371407,0.658039,0.37984964,-0.26573887,0.21676178,-0.2620807,-0.12237732,1.0416973,0.5892393,-0.005839004,1.4222187,0.6678816,0.94926256,0.39296275,-0.05362684,0.21247245,0.38166234,-0.75526386,0.20462908,-0.16714814,-0.92366517,2.430698,0.4728546,-0.094031245,0.6418761,1.047764,-1.0769062,1.1158069
